interseccion,año,mes,dia,dia_semana,hora,hechos_viales
ALFONSO REYES CON BARRANCA,2019,2,4,Lunes,13,1
ALFONSO REYES CON BARRANCA,2020,11,24,Martes,11,1
ALFONSO REYES CON BARRANCA,2020,12,24,Jueves,15,1
ALFONSO REYES CON BATALLON DE SAN PATRICIO,2019,5,30,Jueves,13,1
ALFONSO REYES CON BENITO JUAREZ,2015,2,18,Miércoles,13,1
ALFONSO REYES CON BENITO JUAREZ,2015,2,21,Sábado,8,1
ALFONSO REYES CON BENITO JUAREZ,2015,2,28,Sábado,16,1
ALFONSO REYES CON BENITO JUAREZ,2015,3,9,Lunes,10,1
ALFONSO REYES CON BENITO JUAREZ,2015,3,18,Miércoles,12,1
ALFONSO REYES CON BENITO JUAREZ,2015,4,9,Jueves,19,1
ALFONSO REYES CON BENITO JUAREZ,2015,4,30,Jueves,14,1
ALFONSO REYES CON BENITO JUAREZ,2015,5,1,Viernes,18,1
ALFONSO REYES CON BENITO JUAREZ,2015,5,20,Miércoles,19,1
ALFONSO REYES CON BENITO JUAREZ,2015,6,16,Martes,9,1
ALFONSO REYES CON BENITO JUAREZ,2015,7,8,Miércoles,20,1
ALFONSO REYES CON BENITO JUAREZ,2015,7,13,Lunes,1,1
ALFONSO REYES CON BENITO JUAREZ,2015,7,21,Martes,12,1
ALFONSO REYES CON BENITO JUAREZ,2015,7,22,Miércoles,9,1
ALFONSO REYES CON BENITO JUAREZ,2015,7,23,Jueves,21,1
ALFONSO REYES CON BENITO JUAREZ,2015,7,25,Sábado,13,1
ALFONSO REYES CON BENITO JUAREZ,2015,7,31,Viernes,20,1
ALFONSO REYES CON BENITO JUAREZ,2015,8,3,Lunes,7,1
ALFONSO REYES CON BENITO JUAREZ,2015,8,6,Jueves,12,1
ALFONSO REYES CON BENITO JUAREZ,2015,8,12,Miércoles,21,1
ALFONSO REYES CON BENITO JUAREZ,2016,1,27,Miércoles,18,1
ALFONSO REYES CON BENITO JUAREZ,2016,4,9,Sábado,15,1
ALFONSO REYES CON BENITO JUAREZ,2016,6,1,Miércoles,20,1
ALFONSO REYES CON BENITO JUAREZ,2016,6,2,Jueves,21,1
ALFONSO REYES CON BENITO JUAREZ,2016,7,1,Viernes,8,1
ALFONSO REYES CON BENITO JUAREZ,2016,8,30,Martes,15,1
ALFONSO REYES CON BENITO JUAREZ,2016,10,12,Miércoles,8,1
ALFONSO REYES CON BENITO JUAREZ,2016,10,21,Viernes,14,1
ALFONSO REYES CON BENITO JUAREZ,2016,11,20,Domingo,6,1
ALFONSO REYES CON BENITO JUAREZ,2016,11,22,Martes,13,1
ALFONSO REYES CON BENITO JUAREZ,2016,12,21,Miércoles,1,1
ALFONSO REYES CON BENITO JUAREZ,2017,1,10,Martes,21,1
ALFONSO REYES CON BENITO JUAREZ,2017,1,10,Martes,23,1
ALFONSO REYES CON BENITO JUAREZ,2017,1,30,Lunes,8,1
ALFONSO REYES CON BENITO JUAREZ,2017,1,31,Martes,14,1
ALFONSO REYES CON BENITO JUAREZ,2017,2,28,Martes,20,1
ALFONSO REYES CON BENITO JUAREZ,2017,3,1,Miércoles,9,1
ALFONSO REYES CON BENITO JUAREZ,2017,3,1,Miércoles,12,1
ALFONSO REYES CON BENITO JUAREZ,2017,3,1,Miércoles,13,1
ALFONSO REYES CON BENITO JUAREZ,2017,3,30,Jueves,10,1
ALFONSO REYES CON BENITO JUAREZ,2017,5,25,Jueves,20,1
ALFONSO REYES CON BENITO JUAREZ,2017,10,8,Domingo,18,1
ALFONSO REYES CON BENITO JUAREZ,2017,10,20,Viernes,11,1
ALFONSO REYES CON BENITO JUAREZ,2017,11,17,Viernes,5,1
ALFONSO REYES CON BENITO JUAREZ,2017,11,21,Martes,11,1
ALFONSO REYES CON BENITO JUAREZ,2017,11,28,Martes,12,1
ALFONSO REYES CON BENITO JUAREZ,2018,1,25,Jueves,6,1
ALFONSO REYES CON BENITO JUAREZ,2018,2,19,Lunes,20,1
ALFONSO REYES CON BENITO JUAREZ,2018,3,2,Viernes,14,1
ALFONSO REYES CON BENITO JUAREZ,2018,4,11,Miércoles,19,1
ALFONSO REYES CON BENITO JUAREZ,2018,5,18,Viernes,9,1
ALFONSO REYES CON BENITO JUAREZ,2018,8,17,Viernes,23,1
ALFONSO REYES CON BENITO JUAREZ,2018,8,29,Miércoles,8,1
ALFONSO REYES CON BENITO JUAREZ,2018,9,8,Sábado,19,1
ALFONSO REYES CON BENITO JUAREZ,2018,9,19,Miércoles,8,1
ALFONSO REYES CON BENITO JUAREZ,2018,10,9,Martes,11,1
ALFONSO REYES CON BENITO JUAREZ,2018,10,9,Martes,15,1
ALFONSO REYES CON BENITO JUAREZ,2018,11,2,Viernes,12,1
ALFONSO REYES CON BENITO JUAREZ,2018,11,14,Miércoles,2,1
ALFONSO REYES CON BENITO JUAREZ,2019,4,8,Lunes,19,1
ALFONSO REYES CON BENITO JUAREZ,2019,6,3,Lunes,0,1
ALFONSO REYES CON BENITO JUAREZ,2019,8,11,Domingo,19,1
ALFONSO REYES CON BENITO JUAREZ,2019,9,19,Jueves,8,1
ALFONSO REYES CON BENITO JUAREZ,2019,10,8,Martes,10,1
ALFONSO REYES CON BENITO JUAREZ,2019,10,11,Viernes,14,1
ALFONSO REYES CON BENITO JUAREZ,2019,11,2,Sábado,3,1
ALFONSO REYES CON BENITO JUAREZ,2020,2,7,Viernes,8,1
ALFONSO REYES CON BENITO JUAREZ,2020,3,4,Miércoles,13,1
ALFONSO REYES CON BENITO JUAREZ,2020,4,10,Viernes,9,1
ALFONSO REYES CON BENITO JUAREZ,2020,12,7,Lunes,23,1
ALFONSO REYES CON BOS. DE VIENA,2016,5,27,Viernes,18,1
ALFONSO REYES CON BOSQUE,2015,1,7,Miércoles,12,1
ALFONSO REYES CON BOSQUE,2015,3,2,Lunes,16,1
ALFONSO REYES CON BOSQUE,2015,3,5,Jueves,11,1
ALFONSO REYES CON BOSQUE,2015,4,28,Martes,6,1
ALFONSO REYES CON BOSQUE,2015,7,8,Miércoles,8,1
ALFONSO REYES CON BOSQUE,2015,10,7,Miércoles,16,1
ALFONSO REYES CON BOSQUE,2015,11,7,Sábado,15,1
ALFONSO REYES CON BOSQUE,2015,11,15,Domingo,12,1
ALFONSO REYES CON BOSQUE,2015,12,3,Jueves,19,1
ALFONSO REYES CON BOSQUE,2016,5,20,Viernes,11,1
ALFONSO REYES CON BOSQUE,2016,6,25,Sábado,13,1
ALFONSO REYES CON BOSQUE,2016,11,30,Miércoles,16,1
ALFONSO REYES CON BOSQUE,2017,6,13,Martes,10,1
ALFONSO REYES CON BOSQUE,2017,11,30,Jueves,8,1
ALFONSO REYES CON BOSQUE,2018,1,16,Martes,8,1
ALFONSO REYES CON BOSQUE,2018,8,24,Viernes,23,1
ALFONSO REYES CON BOSQUE,2018,10,19,Viernes,10,1
ALFONSO REYES CON BOSQUES DE CUERNAVACA,2015,6,4,Jueves,17,1
ALFONSO REYES CON BOSQUES DE CUERNAVACA,2017,6,9,Viernes,9,1
ALFONSO REYES CON BOSQUES DE CUERNAVACA,2019,3,4,Lunes,16,1
ALFONSO REYES CON BOSQUES DE CUERNAVACA,2020,11,1,Domingo,18,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2015,8,30,Domingo,15,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2015,11,14,Sábado,19,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2015,11,29,Domingo,16,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2016,6,27,Lunes,12,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2016,10,7,Viernes,16,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2016,12,8,Jueves,15,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2016,12,26,Lunes,17,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2017,12,2,Sábado,15,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2018,1,21,Domingo,14,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2018,3,15,Jueves,21,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2018,5,29,Martes,16,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2018,8,31,Viernes,4,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2018,8,31,Viernes,14,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2019,2,11,Lunes,10,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2019,10,22,Martes,15,1
ALFONSO REYES CON BOSQUES DE PIRINEOS,2020,3,1,Domingo,10,1
ALFONSO REYES CON BOSQUES DE TAHITI,2015,12,4,Viernes,9,1
ALFONSO REYES CON BOSQUES DE TAHITI,2016,1,30,Sábado,17,1
ALFONSO REYES CON BOSQUES DE TAHITI,2016,6,20,Lunes,14,1
ALFONSO REYES CON BOSQUES DE TAHITI,2016,12,8,Jueves,17,1
ALFONSO REYES CON BOSQUES DE TAHITI,2017,3,26,Domingo,9,1
ALFONSO REYES CON BOSQUES DE TAHITI,2017,8,21,Lunes,11,1
ALFONSO REYES CON BOSQUES DE TAHITI,2017,12,6,Miércoles,12,1
ALFONSO REYES CON BOSQUES DE TAHITI,2017,12,22,Viernes,10,1
ALFONSO REYES CON BOSQUES DE TAHITI,2018,3,16,Viernes,17,1
ALFONSO REYES CON BOSQUES DE TAHITI,2018,9,26,Miércoles,11,1
ALFONSO REYES CON BOSQUES DE TAHITI,2018,10,27,Sábado,18,1
ALFONSO REYES CON BOSQUES DE TAHITI,2019,5,21,Martes,17,1
ALFONSO REYES CON BOSQUES DE TAHITI,2019,12,22,Domingo,14,1
ALFONSO REYES CON BOSQUES DE TAHITI,2020,8,22,Sábado,16,1
ALFONSO REYES CON BOSQUES DE TAHITI,2020,12,18,Viernes,9,1
ALFONSO REYES CON BOSQUES DE VIENA,2015,1,23,Viernes,16,1
ALFONSO REYES CON BOSQUES DE VIENA,2015,3,9,Lunes,15,1
ALFONSO REYES CON BOSQUES DE VIENA,2016,4,12,Martes,9,1
ALFONSO REYES CON BOSQUES DE VIENA,2017,4,20,Jueves,13,1
ALFONSO REYES CON BOSQUES DE VIENA,2017,8,6,Domingo,16,1
ALFONSO REYES CON BOSQUES DE VIENA,2018,3,15,Jueves,13,1
ALFONSO REYES CON BOSQUES DE VIENA,2018,3,22,Jueves,14,1
ALFONSO REYES CON BOSQUES DE VIENA,2018,4,10,Martes,9,1
ALFONSO REYES CON BOSQUES DE VIENA,2020,5,18,Lunes,17,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2015,2,2,Lunes,13,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2015,3,23,Lunes,12,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2015,3,26,Jueves,11,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2015,4,28,Martes,11,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2015,5,29,Viernes,0,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2015,9,6,Domingo,4,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2015,12,5,Sábado,21,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2015,12,7,Lunes,18,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2016,2,5,Viernes,13,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2016,2,28,Domingo,13,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2016,4,1,Viernes,7,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2016,6,9,Jueves,3,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2016,9,20,Martes,13,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2017,2,27,Lunes,18,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2017,6,6,Martes,7,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2017,10,28,Sábado,16,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2017,12,30,Sábado,21,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2018,2,8,Jueves,0,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2018,2,8,Jueves,20,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2018,4,20,Viernes,17,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2018,8,14,Martes,16,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2018,8,30,Jueves,0,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2019,3,25,Lunes,15,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2019,4,24,Miércoles,15,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2019,5,22,Miércoles,19,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2020,2,17,Lunes,10,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2020,5,26,Martes,18,1
ALFONSO REYES CON BOSQUES DEL OLIVO,2020,7,9,Jueves,17,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,1,2,Viernes,8,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,1,22,Jueves,12,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,2,3,Martes,7,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,3,26,Jueves,14,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,4,10,Viernes,16,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,4,14,Martes,8,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,4,20,Lunes,15,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,4,27,Lunes,1,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,5,6,Miércoles,13,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,5,23,Sábado,8,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,5,30,Sábado,7,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,6,2,Martes,18,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,6,9,Martes,17,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,6,11,Jueves,8,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,7,13,Lunes,17,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,7,17,Viernes,9,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,7,28,Martes,10,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,7,31,Viernes,4,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,8,10,Lunes,18,2
ALFONSO REYES CON BOSQUES DEL VALLE,2015,8,11,Martes,12,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,9,15,Martes,9,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,10,14,Miércoles,15,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,10,15,Jueves,9,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,11,17,Martes,19,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,12,10,Jueves,7,1
ALFONSO REYES CON BOSQUES DEL VALLE,2015,12,11,Viernes,17,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,1,2,Sábado,17,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,1,16,Sábado,8,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,1,16,Sábado,16,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,2,8,Lunes,8,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,2,8,Lunes,18,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,2,10,Miércoles,20,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,2,15,Lunes,10,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,3,7,Lunes,17,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,3,7,Lunes,18,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,3,27,Domingo,9,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,4,8,Viernes,18,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,4,15,Viernes,15,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,4,16,Sábado,18,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,5,5,Jueves,7,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,7,26,Martes,9,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,8,13,Sábado,18,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,9,10,Sábado,8,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,10,10,Lunes,19,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,10,12,Miércoles,12,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,11,25,Viernes,19,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,11,30,Miércoles,19,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,12,2,Viernes,18,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,12,13,Martes,12,1
ALFONSO REYES CON BOSQUES DEL VALLE,2016,12,15,Jueves,6,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,1,17,Martes,18,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,2,23,Jueves,15,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,3,15,Miércoles,22,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,3,17,Viernes,21,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,3,29,Miércoles,21,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,4,26,Miércoles,15,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,5,5,Viernes,7,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,5,8,Lunes,8,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,5,12,Viernes,20,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,5,23,Martes,20,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,6,14,Miércoles,15,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,6,20,Martes,13,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,7,11,Martes,18,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,8,4,Viernes,13,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,8,9,Miércoles,7,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,8,9,Miércoles,16,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,9,6,Miércoles,19,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,9,13,Miércoles,14,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,10,4,Miércoles,17,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,10,19,Jueves,12,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,10,24,Martes,7,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,11,4,Sábado,14,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,11,5,Domingo,16,1
ALFONSO REYES CON BOSQUES DEL VALLE,2017,12,26,Martes,13,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,1,16,Martes,16,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,2,22,Jueves,11,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,2,22,Jueves,14,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,3,21,Miércoles,15,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,4,6,Viernes,12,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,4,12,Jueves,19,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,4,20,Viernes,16,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,5,23,Miércoles,11,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,5,29,Martes,13,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,6,21,Jueves,7,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,7,27,Viernes,15,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,7,30,Lunes,8,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,9,4,Martes,0,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,9,13,Jueves,8,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,9,13,Jueves,18,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,9,20,Jueves,7,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,10,13,Sábado,17,1
ALFONSO REYES CON BOSQUES DEL VALLE,2018,10,19,Viernes,17,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,1,2,Miércoles,7,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,2,5,Martes,14,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,3,6,Miércoles,17,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,4,4,Jueves,14,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,4,7,Domingo,20,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,4,9,Martes,8,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,5,30,Jueves,7,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,7,1,Lunes,19,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,7,3,Miércoles,20,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,7,12,Viernes,13,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,8,6,Martes,0,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,10,5,Sábado,9,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,10,10,Jueves,18,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,11,1,Viernes,18,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,11,21,Jueves,7,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,11,23,Sábado,15,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,12,4,Miércoles,13,1
ALFONSO REYES CON BOSQUES DEL VALLE,2019,12,12,Jueves,17,1
ALFONSO REYES CON BOSQUES DEL VALLE,2020,1,27,Lunes,15,1
ALFONSO REYES CON BOSQUES DEL VALLE,2020,1,28,Martes,9,1
ALFONSO REYES CON BOSQUES DEL VALLE,2020,1,29,Miércoles,10,1
ALFONSO REYES CON BOSQUES DEL VALLE,2020,2,8,Sábado,9,1
ALFONSO REYES CON BOSQUES DEL VALLE,2020,2,11,Martes,10,1
ALFONSO REYES CON BOSQUES DEL VALLE,2020,5,26,Martes,9,1
ALFONSO REYES CON BOSQUES DEL VALLE,2020,11,20,Viernes,9,1
ALFONSO REYES CON CALLEJON DE CAPELLANIA,2017,8,25,Viernes,10,1
ALFONSO REYES CON CALZADA DEL ROSARIO,2015,2,16,Lunes,14,1
ALFONSO REYES CON CALZADA DEL ROSARIO,2015,8,15,Sábado,10,1
ALFONSO REYES CON CALZADA DEL ROSARIO,2015,12,15,Martes,10,1
ALFONSO REYES CON CALZADA DEL ROSARIO,2016,4,6,Miércoles,12,3
ALFONSO REYES CON CALZADA DEL ROSARIO,2017,1,1,Domingo,13,1
ALFONSO REYES CON CALZADA DEL ROSARIO,2017,2,22,Miércoles,11,1
ALFONSO REYES CON CALZADA DEL ROSARIO,2017,7,4,Martes,11,1
ALFONSO REYES CON CALZADA DEL ROSARIO,2017,10,31,Martes,11,1
ALFONSO REYES CON CALZADA DEL ROSARIO,2017,11,16,Jueves,12,1
ALFONSO REYES CON CALZADA DEL ROSARIO,2018,6,12,Martes,12,1
ALFONSO REYES CON CALZADA DEL ROSARIO,2018,12,14,Viernes,10,1
ALFONSO REYES CON CALZADA DEL ROSARIO,2019,4,11,Jueves,14,1
ALFONSO REYES CON CALZADA DEL ROSARIO,2019,4,12,Viernes,13,1
ALFONSO REYES CON CAMILO FLAMMARION,2016,2,10,Miércoles,17,1
ALFONSO REYES CON CAMILO FLAMMARION,2016,4,1,Viernes,17,1
ALFONSO REYES CON CAMILO FLAMMARION,2016,8,6,Sábado,15,1
ALFONSO REYES CON CAMILO FLAMMARION,2016,11,24,Jueves,17,1
ALFONSO REYES CON CAMILO FLAMMARION,2016,12,7,Miércoles,16,1
ALFONSO REYES CON CAMILO FLAMMARION,2018,1,27,Sábado,15,1
ALFONSO REYES CON CAMILO FLAMMARION,2018,4,3,Martes,16,1
ALFONSO REYES CON CAMILO FLAMMARION,2018,8,6,Lunes,16,1
ALFONSO REYES CON CAMILO FLAMMARION,2019,1,31,Jueves,15,1
ALFONSO REYES CON CAMILO FLAMMARION,2019,2,28,Jueves,17,1
ALFONSO REYES CON CAMILO FLAMMARION,2019,3,25,Lunes,14,1
ALFONSO REYES CON CAMILO FLAMMARION,2019,10,4,Viernes,16,1
ALFONSO REYES CON CAMILO FLAMMARION,2019,11,23,Sábado,16,1
ALFONSO REYES CON CAMILO FLAMMARION,2020,7,25,Sábado,17,1
ALFONSO REYES CON CAMILO FLAMMARION,2020,10,14,Miércoles,18,1
ALFONSO REYES CON CAMPESTRE,2015,3,13,Viernes,19,1
ALFONSO REYES CON CAMPESTRE,2015,4,29,Miércoles,9,1
ALFONSO REYES CON CAMPESTRE,2015,9,8,Martes,13,1
ALFONSO REYES CON CAMPESTRE,2016,1,18,Lunes,20,1
ALFONSO REYES CON CAMPESTRE,2016,1,19,Martes,19,1
ALFONSO REYES CON CAMPESTRE,2017,3,21,Martes,18,1
ALFONSO REYES CON CAMPESTRE,2017,4,26,Miércoles,16,1
ALFONSO REYES CON CAMPESTRE,2017,9,13,Miércoles,21,1
ALFONSO REYES CON CAMPESTRE,2017,9,18,Lunes,2,1
ALFONSO REYES CON CAMPESTRE,2017,9,25,Lunes,9,1
ALFONSO REYES CON CAMPESTRE,2019,1,10,Jueves,20,1
ALFONSO REYES CON CAMPESTRE,2019,3,30,Sábado,11,1
ALFONSO REYES CON CAMPESTRE,2019,4,12,Viernes,3,1
ALFONSO REYES CON CAMPESTRE,2019,8,15,Jueves,18,1
ALFONSO REYES CON CAMPESTRE,2019,8,27,Martes,11,1
ALFONSO REYES CON CAMPESTRE,2019,9,3,Martes,2,1
ALFONSO REYES CON CAMPESTRE,2020,3,11,Miércoles,13,1
ALFONSO REYES CON CANDELARIA,2015,3,6,Viernes,8,1
ALFONSO REYES CON CANDELARIA,2015,11,7,Sábado,8,1
ALFONSO REYES CON CAÑADA,2015,2,9,Lunes,2,1
ALFONSO REYES CON CAÑADA,2015,3,24,Martes,18,1
ALFONSO REYES CON CAÑADA,2015,5,2,Sábado,7,1
ALFONSO REYES CON CAÑADA,2015,5,28,Jueves,7,1
ALFONSO REYES CON CAÑADA,2015,7,18,Sábado,17,1
ALFONSO REYES CON CAÑADA,2015,9,11,Viernes,8,1
ALFONSO REYES CON CAÑADA,2015,11,24,Martes,17,1
ALFONSO REYES CON CAÑADA,2015,11,28,Sábado,15,1
ALFONSO REYES CON CAÑADA,2016,1,19,Martes,15,1
ALFONSO REYES CON CAÑADA,2016,1,30,Sábado,0,1
ALFONSO REYES CON CAÑADA,2016,3,28,Lunes,20,1
ALFONSO REYES CON CAÑADA,2016,5,2,Lunes,7,1
ALFONSO REYES CON CAÑADA,2016,9,3,Sábado,21,1
ALFONSO REYES CON CAÑADA,2016,10,28,Viernes,6,1
ALFONSO REYES CON CAÑADA,2016,10,28,Viernes,8,1
ALFONSO REYES CON CAÑADA,2017,4,23,Domingo,2,1
ALFONSO REYES CON CAÑADA,2017,4,27,Jueves,4,1
ALFONSO REYES CON CAÑADA,2018,5,21,Lunes,14,1
ALFONSO REYES CON CAÑADA,2018,8,22,Miércoles,19,1
ALFONSO REYES CON CAÑADA,2019,4,23,Martes,18,1
ALFONSO REYES CON CAÑADA,2019,8,6,Martes,13,1
ALFONSO REYES CON CAÑADA,2019,8,14,Miércoles,3,1
ALFONSO REYES CON CAÑADA,2019,9,9,Lunes,15,1
ALFONSO REYES CON CARRIZALEJO,2019,10,7,Lunes,11,1
ALFONSO REYES CON CENTENARIO,2018,8,23,Jueves,14,1
