interseccion,año,mes,dia,dia_semana,hora,hechos_viales
MARIA CANTU CON LUCIO BLANCO,2020,11,14,Sábado,11,1
MARIA CANTU CON LUCIO BLANCO,2020,12,4,Viernes,12,1
MARIA CANTU CON MARIA CANTU,2015,5,5,Martes,13,1
MARIA CANTU CON MARIA CANTU,2015,7,13,Lunes,13,1
MARIA CANTU CON MARIA CANTU,2015,9,11,Viernes,13,1
MARIA CANTU CON MARIA CANTU,2015,11,6,Viernes,12,1
MARIA CANTU CON MARIA CANTU,2019,9,4,Miércoles,12,1
MARIA CANTU CON PALMAS,2020,10,28,Miércoles,13,1
MARIA DE LOS ANGELES CON LOMAS DEL ROSARIO,2020,4,4,Sábado,14,1
MARIA DE LOS ANGELES CON LOPEZ MATEOS,2015,9,14,Lunes,15,1
MARIA DE LOS ANGELES CON MARIA DE LOS ANGELES,2017,1,2,Lunes,16,1
MARIA DE LOS ANGELES CON PRIV. LOS ANGELES,2019,4,16,Martes,17,1
MARIA DE LOS ANGELES CON SIERRA DEL PINO,2016,2,19,Viernes,19,1
MARIA DE LOS ANGELES CON VICTOR HUGO,2015,1,17,Sábado,14,1
MARIA IZQUIERDO CON DR ATL,2015,1,15,Jueves,12,1
MARIA IZQUIERDO CON DR ATL,2015,2,15,Domingo,12,1
MARIA IZQUIERDO CON DR ATL,2015,8,25,Martes,10,1
MARIA IZQUIERDO CON DR ATL,2015,9,21,Lunes,8,1
MARIA IZQUIERDO CON DR ATL,2015,11,12,Jueves,9,1
MARIA IZQUIERDO CON DR ATL,2016,4,24,Domingo,17,1
MARIA IZQUIERDO CON DR ATL,2016,5,1,Domingo,9,1
MARIA IZQUIERDO CON DR ATL,2016,5,24,Martes,10,1
MARIA IZQUIERDO CON DR ATL,2016,11,15,Martes,11,1
MARIA IZQUIERDO CON DR ATL,2016,12,21,Miércoles,14,1
MARIA IZQUIERDO CON DR ATL,2017,2,7,Martes,9,1
MARIA IZQUIERDO CON DR ATL,2017,3,19,Domingo,10,1
MARIA IZQUIERDO CON DR ATL,2017,3,21,Martes,10,1
MARIA IZQUIERDO CON DR ATL,2017,9,8,Viernes,15,1
MARIA IZQUIERDO CON DR ATL,2017,9,21,Jueves,9,1
MARIA IZQUIERDO CON DR ATL,2017,10,28,Sábado,9,1
MARIA IZQUIERDO CON DR ATL,2017,11,1,Miércoles,13,1
MARIA IZQUIERDO CON DR ATL,2017,11,13,Lunes,12,1
MARIA IZQUIERDO CON DR ATL,2017,11,21,Martes,11,1
MARIA IZQUIERDO CON DR ATL,2017,12,1,Viernes,11,1
MARIA IZQUIERDO CON DR ATL,2018,1,25,Jueves,3,1
MARIA IZQUIERDO CON DR ATL,2018,2,27,Martes,13,1
MARIA IZQUIERDO CON DR ATL,2018,3,20,Martes,13,1
MARIA IZQUIERDO CON DR ATL,2018,4,7,Sábado,10,1
MARIA IZQUIERDO CON DR ATL,2018,4,12,Jueves,9,1
MARIA IZQUIERDO CON DR ATL,2018,7,5,Jueves,17,1
MARIA IZQUIERDO CON DR ATL,2018,10,23,Martes,10,1
MARIA IZQUIERDO CON DR ATL,2018,11,19,Lunes,11,1
MARIA IZQUIERDO CON DR ATL,2018,12,11,Martes,13,1
MARIA IZQUIERDO CON DR ATL,2018,12,17,Lunes,9,1
MARIA IZQUIERDO CON DR ATL,2019,1,18,Viernes,14,1
MARIA IZQUIERDO CON DR ATL,2019,1,27,Domingo,13,1
MARIA IZQUIERDO CON DR ATL,2019,5,9,Jueves,12,1
MARIA IZQUIERDO CON DR ATL,2020,3,12,Jueves,7,1
MARIA IZQUIERDO CON DR ATL,2020,6,6,Sábado,14,1
MARIA IZQUIERDO CON DR.ATL,2016,1,20,Miércoles,14,1
MARIA IZQUIERDO CON MARIA IZQUIERDO,2015,1,15,Jueves,8,1
MARIA IZQUIERDO CON MARIA IZQUIERDO,2015,3,25,Miércoles,12,1
MARIA IZQUIERDO CON MARIA IZQUIERDO,2015,3,27,Viernes,8,1
MARIA IZQUIERDO CON MARIA IZQUIERDO,2016,4,16,Sábado,10,1
MARIA IZQUIERDO CON SAN PATRICIO,2015,11,19,Jueves,9,1
MARIA IZQUIERDO CON SAN PATRICIO,2016,5,14,Sábado,4,1
MARIA IZQUIERDO CON SAN PATRICIO,2016,8,23,Martes,3,1
MARIA IZQUIERDO CON SAN PATRICIO,2016,9,28,Miércoles,10,1
MARIA IZQUIERDO CON SAN PATRICIO,2016,11,8,Martes,9,1
MARIA IZQUIERDO CON SAN PATRICIO,2016,11,14,Lunes,14,1
MARIA IZQUIERDO CON SAN PATRICIO,2017,2,4,Sábado,10,1
MARIA IZQUIERDO CON SAN PATRICIO,2017,3,16,Jueves,4,1
MARIA IZQUIERDO CON SAN PATRICIO,2017,4,30,Domingo,4,1
MARIA IZQUIERDO CON SAN PATRICIO,2017,6,15,Jueves,20,1
MARIA IZQUIERDO CON SAN PATRICIO,2017,6,19,Lunes,16,1
MARIA IZQUIERDO CON SAN PATRICIO,2017,12,10,Domingo,10,1
MARIA IZQUIERDO CON SAN PATRICIO,2018,2,9,Viernes,23,1
MARIA IZQUIERDO CON SAN PATRICIO,2018,2,21,Miércoles,1,1
MARIA IZQUIERDO CON SAN PATRICIO,2018,5,3,Jueves,16,1
MARIA IZQUIERDO CON SAN PATRICIO,2018,6,27,Miércoles,4,1
MARIA IZQUIERDO CON SAN PATRICIO,2018,9,20,Jueves,3,1
MARIA IZQUIERDO CON SAN PATRICIO,2019,3,22,Viernes,16,1
MARIA IZQUIERDO CON SAN PATRICIO,2019,4,5,Viernes,21,1
MARIA IZQUIERDO CON SAN PATRICIO,2019,10,5,Sábado,3,1
MARIA IZQUIERDO CON SAN PATRICIO,2019,12,13,Viernes,21,1
MARIA IZQUIERDO CON SAN PATRICIO,2020,1,24,Viernes,13,1
MATAMOROS CON 2 DE ABRIL,2015,11,20,Viernes,7,1
MATAMOROS CON 2 DE ABRIL,2016,4,24,Domingo,0,1
MATAMOROS CON 2 DE ABRIL,2016,4,27,Miércoles,11,1
MATAMOROS CON 2 DE ABRIL,2016,5,17,Martes,11,1
MATAMOROS CON 2 DE ABRIL,2016,8,11,Jueves,12,1
MATAMOROS CON 2 DE ABRIL,2016,11,16,Miércoles,12,1
MATAMOROS CON 2 DE ABRIL,2017,5,8,Lunes,10,1
MATAMOROS CON 2 DE ABRIL,2017,6,28,Miércoles,10,1
MATAMOROS CON 2 DE ABRIL,2017,7,7,Viernes,7,1
MATAMOROS CON 2 DE ABRIL,2017,7,28,Viernes,11,1
MATAMOROS CON 2 DE ABRIL,2017,10,30,Lunes,10,1
MATAMOROS CON 2 DE ABRIL,2017,12,17,Domingo,10,1
MATAMOROS CON 2 DE ABRIL,2018,9,20,Jueves,12,1
MATAMOROS CON 2 DE ABRIL,2018,9,23,Domingo,13,1
MATAMOROS CON 5 DE MAYO,2015,4,17,Viernes,13,1
MATAMOROS CON 5 DE MAYO,2018,12,8,Sábado,13,1
MATAMOROS CON CIRCUM. HIMALAYA,2015,11,28,Sábado,21,1
MATAMOROS CON CIRCUM. HIMALAYA,2017,9,9,Sábado,13,1
MATAMOROS CON CIRCUM. HIMALAYA,2018,2,22,Jueves,17,1
MATAMOROS CON CIRCUM. HIMALAYA,2018,7,30,Lunes,4,1
MATAMOROS CON CIRCUNVALACION,2016,1,14,Jueves,15,1
MATAMOROS CON EMILIO CARRANZA,2015,7,20,Lunes,13,1
MATAMOROS CON EMILIO CARRANZA,2015,10,8,Jueves,22,1
MATAMOROS CON EMILIO CARRANZA,2018,10,8,Lunes,13,1
MATAMOROS CON EMILIO CARRANZA,2019,8,7,Miércoles,13,1
MATAMOROS CON EMILIO CARRANZA,2019,9,19,Jueves,13,1
MATAMOROS CON EMILIO CARRANZA,2019,12,13,Viernes,23,1
MATAMOROS CON GALEANA,2016,2,17,Miércoles,15,1
MATAMOROS CON GALEANA,2016,3,2,Miércoles,14,1
MATAMOROS CON GALEANA,2016,6,10,Viernes,15,1
MATAMOROS CON GALEANA,2016,7,22,Viernes,21,1
MATAMOROS CON GALEANA,2016,10,13,Jueves,15,1
MATAMOROS CON GALEANA,2016,11,14,Lunes,15,1
MATAMOROS CON GALEANA,2019,10,17,Jueves,16,1
MATAMOROS CON MAGNOLIA,2019,11,1,Viernes,16,1
MATAMOROS CON MATAMOROS,2018,9,27,Jueves,17,1
MATAMOROS CON MATANCILLAS,2018,11,9,Viernes,23,1
MATAMOROS CON MISION DE SAN FRANCISCO,2018,11,7,Miércoles,23,1
MATAMOROS CON MONTES HIMALAYA,2016,3,9,Miércoles,9,1
MATAMOROS CON MONTES HIMALAYA,2017,8,1,Martes,5,1
MATAMOROS CON MONTES HIMALAYA,2018,6,19,Martes,5,1
MATAMOROS CON PUEBLA,2019,4,23,Martes,16,1
MATAMOROS CON SAN FRANCISCO,2017,7,20,Jueves,11,1
MATAMOROS CON SAN FRANCISCO,2018,2,17,Sábado,18,1
MATAMOROS CON SAN FRANCISCO,2018,5,31,Jueves,18,1
MATAMOROS CON VALENTIN RIVERO,2015,5,12,Martes,21,1
MATAMOROS CON VALENTIN RIVERO,2016,7,11,Lunes,20,1
MATAMOROS CON VALENTIN RIVERO,2019,1,29,Martes,20,1
MATAMOROS CON VALENTIN RIVERO,2019,9,22,Domingo,21,1
MATANCILLAS CON ALTAMIRANO,2018,12,5,Miércoles,16,1
MATANCILLAS CON CHIMALISTAC,2016,9,19,Lunes,21,1
MATANCILLAS CON COAPA,2015,1,5,Lunes,21,1
MATANCILLAS CON COCOYOC,2019,5,20,Lunes,21,1
MATANCILLAS CON COCOYOC,2019,10,14,Lunes,22,1
MATANCILLAS CON COYOACAN,2015,11,5,Jueves,23,1
MATANCILLAS CON TICOMAN,2015,3,2,Lunes,2,1
MATANCILLAS CON TICOMAN,2016,3,2,Miércoles,1,1
MATANCILLAS CON TICOMAN,2018,1,30,Martes,16,1
MATANCILLAS CON TICOMAN,2018,10,2,Martes,11,1
MIGUEL ANGEL CON ARISTOTELES,2015,6,16,Martes,11,1
MIRADOR DE COATZACOALCO CON MIRADOR DE COATZACOALCO,2019,2,4,Lunes,14,1
MIRADOR DE COATZACOALCO CON MIRADOR DEL CAMPESTRE,2017,5,19,Viernes,14,1
MIRADOR DE LA LOMA CON MIRADOR DEL VALLE,2017,5,23,Martes,20,1
MIRADOR DE LA LOMA CON MIRADOR DEL VALLE,2019,5,29,Miércoles,15,1
MIRADOR DE LA SIERRA CON MIRADOR DE LA SIERRA,2018,10,8,Lunes,15,1
MIRADOR DEL CAMPESTRE CON MIRADOR DEL CAMPESTRE,2018,5,18,Viernes,17,1
MISION DE SAN PATRICIO CON ALTO DE EUCALIPTO,2016,2,8,Lunes,13,1
MISION DE SAN PATRICIO CON ALTO EUCALIPTO,2015,7,16,Jueves,11,1
MISION DE SANTA CLARA CON MISION DE SANTA ANITA,2016,9,22,Jueves,7,1
MISION DE SANTA CLARA CON MISION DE SANTA ANITA,2017,8,9,Miércoles,11,1
MISION DE SANTA SOFIA CON MISION SAN FCO.,2016,5,24,Martes,14,1
MISION DE SANTO TOMAS CON MISION DE SANTA ANITA,2015,3,7,Sábado,16,1
MISION DE SANTO TOMAS CON MISION DE SANTA ANITA,2015,3,7,Sábado,18,1
MISION DE SANTO TOMAS CON MISION SAN FCO.,2015,11,7,Sábado,19,1
MISION DE SANTO TOMAS CON MISION SAN FCO.,2016,1,27,Miércoles,15,1
MISION MONTERREY CON CIPRES,2018,5,2,Miércoles,16,1
MISION MONTERREY CON CIPRESES,2016,2,18,Jueves,19,1
MISION MONTERREY CON CIPRESES,2019,6,21,Viernes,14,1
MISION MONTERREY CON MISION DE SAN BERNARDINO,2015,2,12,Jueves,22,1
MISION MONTERREY CON MISION DE SAN BERNARDINO,2016,12,13,Martes,22,1
MISION MONTERREY CON MISION DE SAN BERNARDINO,2017,7,25,Martes,9,1
MISION MONTERREY CON MISION DE SANTA ANITA,2015,4,15,Miércoles,10,1
MISION MONTERREY CON MISION DE SANTO TOMAS,2020,10,16,Viernes,19,1
MONSERRAT CON LOPEZ MATEOS,2018,4,10,Martes,0,1
MONSERRAT CON LOPEZ MATEOS,2018,10,31,Miércoles,16,1
MONSERRAT CON PRIV. GRUTA AZUL,2020,10,29,Jueves,10,1
MONSERRAT CON SIERRA DEL PINO,2018,7,23,Lunes,16,1
MONSERRAT CON SIERRA HERMOSA,2015,10,1,Jueves,12,1
MONT MATRE CON LA CONCORDIA,2015,10,28,Miércoles,11,1
MONTE AVENTINO CON 2ª DE MONTE PALATINO,2016,5,14,Sábado,8,1
MONTE AVENTINO CON MONTE AVENTINO,2016,5,5,Jueves,13,1
MONTE AVENTINO CON MONTE AVENTINO,2018,9,11,Martes,0,1
MONTE AVENTINO CON MONTE AVENTINO,2018,9,11,Martes,11,1
MONTE AVENTINO CON MONTE CAPITOLIO,2015,3,16,Lunes,17,1
MONTE AVENTINO CON MONTE CAPITOLIO,2017,2,6,Lunes,3,1
MONTE AVENTINO CON MONTE CAPITOLIO,2018,10,7,Domingo,11,1
MONTE AVENTINO CON MONTE CAPITOLIO,2018,11,26,Lunes,11,1
MONTE AVENTINO CON MONTE CAPITOLIO,2019,10,1,Martes,9,1
MONTE AVENTINO CON MONTE CAPITOLIO,2020,9,19,Sábado,12,1
MONTE AVENTINO CON MONTE ESQUILINO,2015,7,8,Miércoles,16,1
MONTE AVENTINO CON MONTE ESQUILINO,2016,5,10,Martes,17,1
MONTE AVENTINO CON MONTE ESQUILINO,2016,9,12,Lunes,18,1
MONTE AVENTINO CON MONTE ESQUILINO,2017,11,2,Jueves,11,1
MONTE AVENTINO CON MONTE ESQUILINO,2017,11,25,Sábado,19,1
MONTE AVENTINO CON MONTE ESQUILINO,2019,1,5,Sábado,17,1
MONTE AVENTINO CON MONTE ESQUILINO,2019,4,1,Lunes,18,1
MONTE AVENTINO CON MONTE QUIRINA,2015,3,30,Lunes,13,1
MONTE AVENTINO CON MONTE QUIRINA,2015,5,29,Viernes,13,1
MONTE AVENTINO CON MONTE QUIRINAL,2017,5,2,Martes,15,1
MONTE AVENTINO CON MONTE QUIRINAL,2017,9,28,Jueves,14,1
MONTE AVENTINO CON MONTE QUIRINAL,2018,11,4,Domingo,14,1
MONTE AVENTINO CON MONTE VIMINAL,2017,10,31,Martes,15,1
MONTE AVENTINO CON PRIMERA DE MONTE PALATINO,2016,9,29,Jueves,12,1
MONTE AVENTINO CON PRIMERA DE MONTE PALATINO,2017,3,15,Miércoles,12,1
MONTE AVENTINO CON PRIMERA DE MONTE PALATINO,2017,5,10,Miércoles,15,1
MONTE AVENTINO CON PRIV MONTE PALATINO,2019,11,9,Sábado,19,1
MONTE BLANCO CON MONTE BLANCO,2018,10,8,Lunes,15,1
MONTE CAPITOLIO CON 2ª DE MONTE PALATINO,2015,9,1,Martes,18,1
MONTE CAPITOLIO CON 2ª DE MONTE PALATINO,2016,6,10,Viernes,17,1
MONTE CAPITOLIO CON 2ª DE MONTE PALATINO,2016,6,10,Viernes,19,1
MONTE CAPITOLIO CON 2ª DE MONTE PALATINO,2017,1,21,Sábado,12,1
MONTE CAPITOLIO CON 2ª DE MONTE PALATINO,2017,6,22,Jueves,1,1
MONTE CAPITOLIO CON 2ª DE MONTE PALATINO,2018,8,22,Miércoles,18,1
MONTE CAPITOLIO CON MONTE CAPITOLIO,2019,12,17,Martes,12,1
MONTE DONN CON MONTE CERVINO,2016,4,25,Lunes,13,1
MONTE DONN CON MONTE CERVINO,2020,2,25,Martes,14,1
MONTE DONN CON MONTE PARNASO,2015,1,1,Jueves,16,1
MONTE EVEREST CON ACONCAGOA,2017,8,1,Martes,20,1
MONTE EVEREST CON KILIMANJARO,2015,9,8,Martes,17,1
MONTE EVEREST CON KILIMANJARO,2016,12,3,Sábado,17,1
MONTE EVEREST CON KILIMANJARO,2017,1,29,Domingo,11,1
MONTE EVEREST CON KILIMANJARO,2020,5,25,Lunes,17,1
MONTE EVEREST CON MONTE DE SANTA ELENA,2016,9,20,Martes,19,1
MONTE EVEREST CON MONTE DE SANTA ELENA,2020,8,13,Jueves,13,1
MONTE EVEREST CON MONTE EVEREST,2016,1,11,Lunes,9,1
MONTE EVEREST CON MONTE EVEREST,2019,11,30,Sábado,20,1
MONTE EVEREST CON MONTE KILIMANJARO,2015,10,4,Domingo,10,1
MONTE EVEREST CON MONTE PARNASO,2015,2,20,Viernes,3,1
MONTE EVEREST CON MONTE ROSA,2018,3,6,Martes,16,1
MONTE EVEREST CON MONTE ROSA,2019,5,3,Viernes,11,1
MONTE EVEREST CON MONTE SAN ELIAS,2015,5,6,Miércoles,11,1
MONTE EVEREST CON MONTE SAN ELIAS,2016,11,22,Martes,12,1
MONTE EVEREST CON MONTE SANTA ELENA,2020,10,12,Lunes,11,1
MONTE EVEREST CON MONTES ALTOS,2020,10,10,Sábado,12,1
MONTE EVEREST CON MONTES APALACHES,2016,12,2,Viernes,18,1
MONTE EVEREST CON OLMOS,2020,2,6,Jueves,13,1
MONTE EVEREST CON PIRINEOS,2019,11,14,Jueves,20,1
MONTE EVEREST CON PRIV MONTE EVEREST,2015,7,1,Miércoles,14,1
MONTE EVEREST CON PRIV MONTE EVEREST,2018,8,12,Domingo,19,1
MONTE EVEREST CON SIERRA MARIA,2015,8,4,Martes,14,1
MONTE EVEREST CON SIERRA MARIA,2017,11,19,Domingo,12,1
MONTE EVEREST CON SIERRA MARIA,2018,8,12,Domingo,12,1
MONTE EVEREST CON SIERRA MARIA,2019,2,20,Miércoles,13,1
MONTE EVEREST CON SIERRA NEVADA,2019,3,28,Jueves,18,1
MONTE EVEREST CON SIERRA SAGRA,2018,8,24,Viernes,18,1
MONTE FALCO CON CANDELARIA,2016,12,5,Lunes,14,1
MONTE FALCO CON CERRADA DE LOS OLMOS,2015,4,20,Lunes,3,1
MONTE FALCO CON CERRADA DE LOS OLMOS,2015,5,2,Sábado,17,1
MONTE FALCO CON CERRADA DE LOS OLMOS,2015,9,11,Viernes,7,1
MONTE FALCO CON CERRADA DE LOS OLMOS,2019,3,5,Martes,17,1
MONTE FALCO CON LOS AGAVES,2015,8,15,Sábado,14,1
MONTE FALCO CON LOS AGAVES,2016,2,18,Jueves,15,1
MONTE FALCO CON LOS AGAVES,2016,3,20,Domingo,10,1
MONTE FALCO CON LOS AGAVES,2016,6,16,Jueves,15,1
MONTE FALCO CON LOS ALAMOS,2015,7,24,Viernes,16,1
MONTE FALCO CON MATANCILLAS,2015,4,20,Lunes,10,1
MONTE FALCO CON MATANCILLAS,2016,3,11,Viernes,11,1
MONTE FALCO CON MATANCILLAS,2016,4,13,Miércoles,12,1
MONTE FALCO CON MATANCILLAS,2016,10,26,Miércoles,8,1
MONTE FALCO CON MATANCILLAS,2017,2,7,Martes,3,1
MONTE FALCO CON MATANCILLAS,2017,7,11,Martes,12,1
MONTE FALCO CON MATANCILLAS,2017,9,2,Sábado,14,1
MONTE FALCO CON MATANCILLAS,2017,9,21,Jueves,16,1
MONTE FALCO CON MATANCILLAS,2017,11,22,Miércoles,16,1
MONTE FALCO CON MATANCILLAS,2018,1,15,Lunes,18,1
MONTE FALCO CON MATANCILLAS,2019,4,5,Viernes,17,1
MONTE FALCO CON MATANCILLAS,2020,11,28,Sábado,12,1
MONTE FALCO CON MONTE EVEREST,2020,10,20,Martes,13,1
MONTE FALCO CON MONTE FALCO,2015,8,5,Miércoles,13,1
MONTE FALCO CON MONTE FALCO,2017,3,6,Lunes,16,1
MONTE FALCO CON MONTE FALCO,2017,6,8,Jueves,13,1
MONTE FALCO CON MONTE SAN ELIAS,2017,9,26,Martes,17,1
MONTE FALCO CON MONTE SAN ELIAS,2019,12,22,Domingo,18,1
MONTE OLIMPO CON MONTE PARNASO,2016,4,9,Sábado,13,1
MONTE OLIMPO CON MONTE PARNASO,2016,8,16,Martes,13,1
MONTE PALATINO CON CERRO PRIETO,2018,7,12,Jueves,8,1
MONTE PALATINO CON MONTE AVENTINO,2015,7,27,Lunes,12,1
MONTE PALATINO CON MONTE AVENTINO,2018,11,28,Miércoles,16,1
MONTE PALATINO CON MONTE AVENTINO,2019,9,27,Viernes,17,1
MONTE PALATINO CON MONTE AVENTINO,2019,10,5,Sábado,15,1
MONTE PALATINO CON MONTE CAPITOLIO,2015,4,4,Sábado,13,1
MONTE PALATINO CON MONTE CAPITOLIO,2019,4,16,Martes,18,1
MONTE PALATINO CON MONTE PALATINO,2015,3,18,Miércoles,12,1
MONTE PALATINO CON MONTE PALATINO,2015,3,18,Miércoles,18,1
MONTE PALATINO CON MONTE PALATINO,2015,10,10,Sábado,19,1
MONTE PALATINO CON MONTE QUIRINAL,2016,2,20,Sábado,14,1
MONTE PALATINO CON MONTE QUIRINAL,2017,7,26,Miércoles,15,1
MONTE PALATINO CON MONTE QUIRINAL,2018,7,25,Miércoles,14,1
MONTE PALATINO CON MONTE VIMINAL,2017,12,8,Viernes,15,1
MONTE PALATINO CON PRIMERA DE MONTE PALATINO,2015,11,9,Lunes,17,1
MONTE PALATINO CON PRIMERA DE MONTE PALATINO,2015,11,23,Lunes,15,1
MONTE PALATINO CON PRIMERA DE MONTE PALATINO,2016,6,9,Jueves,12,1
MONTE PALATINO CON PRIMERA DE MONTE PALATINO,2016,12,15,Jueves,18,1
MONTE PALATINO CON PRIMERA DE MONTE PALATINO,2017,8,2,Miércoles,14,1
MONTE PALATINO CON PRIMERA DE MONTE PALATINO,2019,2,12,Martes,14,1
MONTE PALATINO CON PRIMERA DE MONTE PALATINO,2020,11,15,Domingo,14,1
MONTE PALATINO CON PRIV MONTE PALATINO,2016,11,30,Miércoles,18,1
MONTE PARINACOTA CON MONTE ACONCAGUA,2018,12,3,Lunes,10,1
MONTE PARNASO CON MONTE AVIMAL,2018,10,27,Sábado,13,1
MONTE QUIRINAL CON PRIMERA DE MONTE PALATINO,2015,8,29,Sábado,13,1
MONTE QUIRINAL CON PRIMERA DE MONTE PALATINO,2016,4,28,Jueves,18,1
MONTE QUIRINAL CON PRIMERA DE MONTE PALATINO,2016,5,17,Martes,11,1
MONTE SAN ELIAS CON MONTE SAN ELIAS,2017,12,18,Lunes,12,1
MONTE TOLIMA CON KILIMANJARO,2015,10,17,Sábado,18,1
MONTE TOLIMA CON MONTE HUASCARAN,2016,10,25,Martes,14,1
MONTE TOLIMA CON MONTE KILIMANJARO,2017,1,10,Martes,14,1
MONTE TOLIMA CON MONTE KILIMANJARO,2018,10,6,Sábado,14,1
MONTE TOLIMA CON MONTE TOLIMA,2015,12,23,Miércoles,15,1
MONTES CARPATOS CON LOMAS DEL MAR,2015,10,14,Miércoles,14,1
MONTES CARPATOS CON LOMAS DEL MAR,2017,2,9,Jueves,15,1
MONTES CARPATOS CON MONTEMORELOS,2017,10,19,Jueves,17,1
MONTES CARPATOS CON SIERRA LEONA,2017,8,22,Martes,18,1
MONTES CELESTES CON LOMAS DEL MAR,2017,8,22,Martes,19,1
MONTES CELESTES CON LOMAS DEL MAR,2017,11,12,Domingo,19,1
MONTES CELESTES CON LOMAS DEL MAR,2019,11,4,Lunes,8,1
MONTES HIMALAYA CON CERRO TUERA,2020,4,15,Miércoles,9,1
MONTES HIMALAYA CON MONTES HIMALAYA,2015,6,24,Miércoles,12,1
MONTES ROCALLOSOS con JESUS REYES FEREYRA,2020,10,26,Lunes,14,1
MONTES ROCALLOSOS con MONTES ROCALLOSOS,2016,11,13,Domingo,15,1
MONTES ROCALLOSOS con MONTES ROCALLOSOS,2017,7,25,Martes,16,1
MONTES ROCALLOSOS con MONTES ROCALLOSOS,2018,7,26,Jueves,20,1
MONTES ROCALLOSOS con MONTES ROCALLOSOS,2018,9,17,Lunes,15,1
MONTES ROCALLOSOS con MONTES ROCALLOSOS,2018,9,19,Miércoles,22,1
MONTES ROCALLOSOS con MONTES ROCALLOSOS,2019,1,29,Martes,13,1
MONTES ROCALLOSOS con NA,2016,7,22,Viernes,16,1
MONTES ROCALLOSOS con NA,2019,7,15,Lunes,16,1
MONTES ROCALLOSOS con REAL DEL VALLE,2015,3,14,Sábado,17,1
MONTES ROCALLOSOS con SIERRA MIJES,2019,9,17,Martes,10,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,1,6,Martes,13,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,1,17,Sábado,11,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,1,28,Miércoles,10,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,3,25,Miércoles,14,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,3,27,Viernes,15,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,4,1,Miércoles,17,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,5,26,Martes,19,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,6,3,Miércoles,4,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,6,9,Martes,11,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,6,10,Miércoles,19,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,7,27,Lunes,15,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,7,30,Jueves,17,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,8,25,Martes,7,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,9,23,Miércoles,14,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,11,24,Martes,10,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,12,3,Jueves,19,1
MONTES ROCALLOSOS con SIERRA NEVADA,2015,12,10,Jueves,15,1
MONTES ROCALLOSOS con SIERRA NEVADA,2016,2,2,Martes,23,1
MONTES ROCALLOSOS con SIERRA NEVADA,2016,2,10,Miércoles,21,1
MONTES ROCALLOSOS con SIERRA NEVADA,2016,4,8,Viernes,8,1
MONTES ROCALLOSOS con SIERRA NEVADA,2016,4,18,Lunes,19,1
MONTES ROCALLOSOS con SIERRA NEVADA,2016,5,27,Viernes,17,1
MONTES ROCALLOSOS con SIERRA NEVADA,2016,6,3,Viernes,11,1
MONTES ROCALLOSOS con SIERRA NEVADA,2016,6,13,Lunes,16,1
MONTES ROCALLOSOS con SIERRA NEVADA,2016,10,28,Viernes,10,1
MONTES ROCALLOSOS con SIERRA NEVADA,2016,12,18,Domingo,18,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,3,6,Lunes,19,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,5,4,Jueves,17,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,6,7,Miércoles,8,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,6,8,Jueves,13,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,7,14,Viernes,16,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,7,17,Lunes,12,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,7,21,Viernes,19,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,7,24,Lunes,17,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,8,7,Lunes,20,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,8,31,Jueves,22,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,11,2,Jueves,14,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,11,3,Viernes,16,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,11,8,Miércoles,19,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,11,24,Viernes,12,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,12,9,Sábado,17,1
MONTES ROCALLOSOS con SIERRA NEVADA,2017,12,14,Jueves,17,1
MONTES ROCALLOSOS con SIERRA NEVADA,2018,2,28,Miércoles,14,1
MONTES ROCALLOSOS con SIERRA NEVADA,2018,3,8,Jueves,12,1
MONTES ROCALLOSOS con SIERRA NEVADA,2018,3,22,Jueves,19,1
